latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-27.45167,153.02014,27.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2018-04-21,NaN,24.8,17.0,19.8,26.7,17.6,20.8,4.10,15.1
2018-04-22,NaN,23.7,16.3,19.3,23.7,16.4,19.9,0.70,18.8
2018-04-23,NaN,24.4,15.8,19.2,25.6,15.6,19.9,1.30,12.3
2018-04-24,NaN,25.9,18.0,20.9,26.0,18.4,21.5,0.10,18.0
2018-04-25,NaN,25.8,16.7,20.4,26.5,18.0,21.9,0.40,9.7
2018-04-26,NaN,26.5,16.9,21.0,30.0,17.4,22.7,0.10,16.7
2018-04-27,NaN,25.9,15.3,19.7,26.5,14.4,19.5,0.00,18.1
2018-04-28,NaN,24.0,14.6,18.6,23.4,13.2,17.8,0.50,17.8
2018-04-29,NaN,23.8,13.9,18.2,22.5,13.0,17.6,0.10,14.7
2018-04-30,NaN,23.3,14.5,18.2,22.5,13.8,17.5,0.20,15.0
2018-05-01,NaN,24.1,16.2,19.5,23.2,16.4,19.3,0.00,18.3
2018-05-02,NaN,24.5,14.7,19.0,24.4,15.4,19.6,0.40,13.7
2018-05-03,NaN,24.8,15.4,19.9,25.6,16.2,21.1,0.40,9.2
2018-05-04,NaN,26.5,16.8,20.9,27.9,18.0,22.3,0.20,13.2
2018-05-05,NaN,25.4,15.3,19.9,24.4,14.7,19.5,0.50,20.9
2018-05-06,NaN,25.3,16.3,20.1,23.5,16.1,19.2,0.00,22.7
2018-05-07,NaN,24.7,17.7,19.4,23.5,19.2,20.4,13.80,17.4
2018-05-08,NaN,21.1,16.4,18.6,23.3,17.0,19.9,10.60,12.4
2018-05-09,NaN,25.9,14.5,19.9,26.9,14.5,20.9,0.00,10.6
2018-05-10,NaN,27.5,16.6,20.6,27.4,12.0,19.6,0.00,23.4
2018-05-11,NaN,21.6,11.5,15.6,17.5,7.3,11.6,0.00,23.0
2018-05-12,NaN,21.4,11.8,16.3,17.3,9.2,13.0,0.00,23.4
2018-05-13,NaN,23.1,12.1,16.7,21.6,10.3,15.6,0.00,10.5
2018-05-14,NaN,24.5,13.2,17.7,23.3,11.9,16.7,0.00,14.5
2018-05-15,NaN,24.5,11.5,16.8,23.3,10.4,15.9,0.00,14.4
2018-05-16,NaN,24.0,12.5,17.2,22.5,11.5,16.2,0.00,15.0
2018-05-17,NaN,22.5,12.6,16.5,21.7,11.9,16.0,0.00,15.9
2018-05-18,NaN,23.2,11.0,16.4,23.3,9.3,16.0,0.00,12.0
2018-05-19,NaN,23.9,12.0,16.8,24.2,11.2,16.6,0.00,11.6
2018-05-20,NaN,25.0,11.0,17.1,22.7,7.3,14.1,0.00,15.0
2018-05-21,NaN,23.4,12.2,16.7,23.0,8.9,15.1,0.00,15.7
2018-05-22,NaN,24.1,11.1,16.4,21.6,8.6,14.1,0.00,13.7
2018-05-23,NaN,23.9,12.6,17.4,22.8,11.9,16.9,0.00,15.7
2018-05-24,NaN,24.1,13.5,17.7,23.9,12.6,17.3,0.00,14.2
2018-05-25,NaN,23.1,13.9,17.7,21.9,13.2,17.1,0.10,19.1
2018-05-26,NaN,22.8,13.8,17.6,20.2,12.4,16.3,0.00,20.2
2018-05-27,NaN,22.7,13.8,17.6,21.0,13.4,17.1,0.00,15.3
2018-05-28,NaN,22.3,15.1,17.9,21.5,15.5,18.1,1.20,14.0
2018-05-29,NaN,22.3,12.5,17.1,22.6,12.3,17.6,0.30,8.2
2018-05-30,NaN,24.8,9.3,17.0,24.2,5.9,14.7,0.10,18.3
2018-05-31,NaN,21.8,9.2,14.9,17.7,5.9,11.3,0.00,18.5
2018-06-01,NaN,21.4,9.3,14.5,18.6,6.9,12.1,0.00,12.6
2018-06-02,NaN,22.7,11.8,16.3,18.9,8.8,12.9,0.00,17.4
2018-06-03,NaN,24.4,11.3,16.4,22.8,9.9,15.2,0.00,12.3
2018-06-04,NaN,22.5,11.3,15.9,21.5,10.4,15.0,0.10,14.3
2018-06-05,NaN,21.8,11.1,15.5,20.2,10.0,14.2,0.00,13.7
2018-06-06,NaN,20.7,13.0,15.8,19.2,12.5,15.0,4.00,17.7
2018-06-07,NaN,19.8,12.9,15.6,19.3,11.6,14.6,1.00,17.1
2018-06-08,NaN,21.5,13.6,16.8,21.6,13.3,16.9,0.60,11.7
2018-06-09,NaN,22.0,13.8,17.2,22.7,13.5,17.7,0.20,10.1
2018-06-10,NaN,21.6,11.7,15.7,22.7,10.2,15.2,0.10,10.6
2018-06-11,NaN,21.7,9.1,14.9,20.2,7.8,14.0,0.00,9.3
2018-06-12,NaN,22.3,9.3,15.4,21.3,8.6,14.9,0.00,12.6
2018-06-13,NaN,24.8,15.1,18.8,24.2,14.3,18.4,0.80,12.6
2018-06-14,NaN,24.2,12.7,18.0,23.5,9.8,16.7,0.00,12.8
2018-06-15,NaN,23.0,10.2,15.7,19.9,6.7,12.6,0.00,16.1
2018-06-16,NaN,21.9,9.5,15.1,18.5,6.8,12.1,0.00,12.9
2018-06-17,NaN,18.8,8.7,13.3,13.3,3.8,8.4,0.00,25.1
2018-06-18,NaN,18.4,9.4,13.2,13.0,5.1,8.6,0.00,25.9
2018-06-19,NaN,19.1,9.0,13.2,15.0,5.6,9.3,0.00,24.8
2018-06-20,NaN,22.0,9.9,14.7,18.8,7.5,12.3,0.00,17.1
2018-06-21,NaN,21.2,9.9,14.7,19.6,8.4,13.5,0.40,11.9
2018-06-22,NaN,22.4,8.9,14.6,20.4,6.9,12.9,0.00,15.0
2018-06-23,NaN,22.2,9.0,14.8,20.7,6.8,13.4,0.00,13.5
2018-06-24,NaN,22.3,9.3,14.6,20.2,7.6,12.9,0.00,11.0
2018-06-25,NaN,20.8,11.7,15.5,18.7,10.0,14.2,0.00,15.1
2018-06-26,NaN,20.3,13.8,16.3,18.1,13.1,15.3,0.30,16.3
2018-06-27,NaN,17.6,12.5,14.7,17.7,12.2,14.6,9.10,10.5
2018-06-28,NaN,19.2,12.5,15.0,19.9,12.3,15.2,1.30,10.4
2018-06-29,NaN,22.9,10.7,16.2,23.8,9.4,16.5,0.00,9.7
2018-06-30,NaN,23.1,14.5,17.7,23.6,15.1,18.5,0.00,9.2
2018-07-01,NaN,21.6,14.2,17.1,24.3,13.8,18.1,5.60,10.1
2018-07-02,NaN,23.3,13.1,16.9,23.5,11.3,16.3,0.30,12.6
2018-07-03,NaN,22.0,13.5,17.0,20.1,12.6,15.4,0.00,18.4
2018-07-04,NaN,22.5,14.9,18.2,22.0,15.3,18.6,2.10,15.6
2018-07-05,NaN,22.5,15.7,18.5,22.8,16.4,19.7,3.00,16.3
2018-07-06,NaN,23.7,16.2,19.4,24.3,16.9,20.5,4.60,16.6
2018-07-07,NaN,23.7,10.2,16.6,23.8,5.5,13.7,1.50,22.3
2018-07-08,NaN,19.4,8.2,13.4,15.5,5.0,9.5,0.00,22.3
2018-07-09,NaN,19.3,8.9,13.0,18.1,6.6,11.2,0.00,10.3
2018-07-10,NaN,20.4,10.1,14.1,18.9,8.7,12.8,0.00,11.7
2018-07-11,NaN,19.4,12.8,15.2,18.8,12.3,15.2,9.90,9.8
2018-07-12,NaN,19.2,9.5,13.9,20.1,6.5,13.3,0.80,14.3
2018-07-13,NaN,19.7,6.8,12.4,15.5,3.1,8.7,0.00,17.7
2018-07-14,NaN,18.8,5.6,11.3,17.3,2.9,9.1,0.00,10.4
2018-07-15,NaN,19.4,7.6,13.1,17.4,5.4,11.1,0.00,9.7
2018-07-16,NaN,22.1,7.2,13.9,18.9,3.7,10.8,0.00,13.9
2018-07-17,NaN,21.6,5.8,12.6,19.8,3.3,10.3,0.00,10.3
2018-07-18,NaN,23.2,6.3,13.4,21.5,4.0,11.6,0.00,12.2
2018-07-19,NaN,22.0,10.5,15.2,21.3,9.1,13.7,0.00,13.7
2018-07-20,NaN,22.9,8.2,15.5,21.6,4.7,13.2,0.00,21.6
2018-07-21,NaN,18.5,6.6,11.8,16.4,3.9,9.6,0.00,11.2
2018-07-22,NaN,19.2,7.0,12.5,17.0,5.0,10.8,0.00,10.7
2018-07-23,NaN,20.7,6.8,13.2,19.4,5.2,11.9,0.00,15.4
2018-07-24,NaN,23.5,8.6,15.2,23.3,7.7,14.8,0.00,11.8
2018-07-25,NaN,25.2,12.5,17.0,23.3,11.4,16.5,0.00,11.2
2018-07-26,NaN,24.6,10.0,16.2,24.6,9.5,15.8,0.00,14.8
2018-07-27,NaN,24.5,10.6,17.1,24.3,10.4,16.9,0.00,15.7
2018-07-28,NaN,25.3,10.1,17.0,26.2,9.6,17.2,0.00,11.7
2018-07-29,NaN,25.0,12.8,18.3,24.6,10.7,17.8,0.60,15.3
2018-07-30,NaN,23.2,8.7,15.4,19.4,5.0,11.8,0.00,18.4
2018-07-31,NaN,22.3,6.6,13.5,20.9,4.2,11.5,0.00,13.1
2018-08-01,NaN,23.1,7.8,14.3,21.0,5.4,12.6,0.00,12.7
2018-08-02,NaN,21.9,9.6,14.9,20.5,8.5,13.8,0.00,16.6
2018-08-03,NaN,22.4,11.8,16.5,21.0,10.8,15.5,0.00,15.6
2018-08-04,NaN,25.7,9.8,16.6,24.6,6.7,15.4,0.00,11.9
2018-08-05,NaN,24.2,12.4,17.7,23.1,11.8,17.1,0.00,14.9
2018-08-06,NaN,26.2,14.3,19.4,24.9,10.7,17.9,0.40,19.2
2018-08-07,NaN,21.3,8.1,14.2,16.4,4.6,10.2,0.00,21.9
2018-08-08,NaN,21.4,7.3,13.7,18.6,3.9,10.7,0.00,12.1
2018-08-09,NaN,21.5,8.2,14.2,20.2,6.0,12.3,0.00,14.0
2018-08-10,NaN,21.8,11.1,15.7,20.2,10.1,14.6,0.00,11.8
2018-08-11,NaN,23.1,11.8,17.4,21.8,10.9,16.2,0.00,20.2
2018-08-12,NaN,23.6,7.4,14.8,19.2,3.1,10.0,0.00,26.4
2018-08-13,NaN,21.1,6.8,13.0,18.4,3.5,10.2,0.00,11.2
2018-08-14,NaN,21.9,5.9,13.8,21.0,4.3,12.4,0.00,12.7
2018-08-15,NaN,25.7,9.2,16.3,24.3,6.6,14.5,0.00,15.3
2018-08-16,NaN,28.5,10.8,18.8,24.2,7.8,15.4,0.00,19.9
2018-08-17,NaN,28.0,10.8,18.5,24.7,7.8,15.5,0.00,15.7
2018-08-18,NaN,27.2,11.9,17.8,23.1,8.8,14.9,0.00,21.3
2018-08-19,NaN,21.8,9.8,15.4,16.0,4.2,9.5,0.00,29.9
2018-08-20,NaN,20.5,7.7,13.4,16.2,3.0,9.0,0.00,18.7
2018-08-21,NaN,23.0,10.1,15.4,18.4,5.4,10.8,0.00,16.5
2018-08-22,NaN,23.1,7.4,14.6,19.0,4.4,11.3,0.00,15.7
2018-08-23,NaN,21.3,11.5,15.9,20.3,10.3,14.8,0.90,13.6
2018-08-24,NaN,21.3,12.4,16.6,20.4,12.0,15.9,1.40,14.2
2018-08-25,NaN,20.9,13.1,16.6,19.1,12.8,15.7,4.70,15.3
2018-08-26,NaN,17.8,11.9,14.3,18.8,9.5,13.7,4.90,19.9
2018-08-27,NaN,22.6,10.4,15.7,20.3,9.7,14.6,0.00,18.8
2018-08-28,NaN,20.4,10.5,15.2,20.1,8.0,14.0,0.50,15.4
2018-08-29,NaN,23.7,8.2,15.2,20.1,4.8,11.9,0.00,19.2
2018-08-30,NaN,22.1,9.2,15.8,21.8,8.0,14.5,0.00,15.9
2018-08-31,NaN,24.8,15.9,19.7,22.9,12.3,17.7,0.00,21.9
2018-09-01,NaN,25.6,12.5,18.9,22.7,9.7,15.9,0.00,21.1
2018-09-02,NaN,25.3,11.3,17.0,25.1,10.2,15.7,0.00,18.1
2018-09-03,NaN,19.6,12.3,15.2,17.4,11.0,13.8,2.90,19.3
2018-09-04,NaN,20.1,11.5,15.1,17.4,10.5,13.6,2.50,22.2
2018-09-05,NaN,18.7,11.5,14.8,18.8,10.9,14.4,1.90,14.2
2018-09-06,NaN,21.1,12.6,16.7,20.1,11.9,16.2,0.10,14.5
2018-09-07,NaN,24.3,15.3,19.1,23.4,15.1,18.6,2.20,23.0
2018-09-08,NaN,23.5,12.2,17.6,24.1,11.4,18.1,4.40,15.3
2018-09-09,NaN,25.4,11.3,17.1,24.3,10.1,16.7,0.00,16.3
2018-09-10,NaN,24.0,11.7,16.9,24.3,10.6,16.1,0.00,16.6
2018-09-11,NaN,23.4,12.7,17.5,23.5,13.3,17.6,0.00,15.6
2018-09-12,NaN,23.4,11.5,17.4,23.5,10.9,16.7,0.00,15.4
2018-09-13,NaN,25.5,12.9,18.7,27.7,13.5,19.1,0.00,16.9
2018-09-14,NaN,25.0,13.2,18.6,25.4,13.1,18.9,0.00,15.6
2018-09-15,NaN,27.1,14.2,20.1,27.8,14.3,19.7,0.00,20.0
2018-09-16,NaN,26.5,12.2,18.0,27.1,10.5,16.4,0.10,23.4
2018-09-17,NaN,22.1,10.8,16.5,20.3,9.6,15.0,0.10,18.8
2018-09-18,NaN,22.3,12.7,17.2,21.0,12.1,16.2,0.00,14.0
2018-09-19,NaN,25.2,14.0,19.4,25.6,13.3,18.7,0.00,21.2
2018-09-20,NaN,27.9,11.9,18.3,28.6,10.2,17.4,0.60,18.4
2018-09-21,NaN,23.9,11.3,17.1,21.0,10.2,15.4,0.00,22.4
2018-09-22,NaN,24.0,12.0,17.8,23.2,11.4,17.2,0.00,16.3
2018-09-23,NaN,26.0,13.6,18.7,27.9,13.6,18.9,0.20,18.0
2018-09-24,NaN,24.7,14.1,18.0,24.3,13.2,16.9,0.80,19.9
2018-09-25,NaN,21.9,12.9,16.3,20.4,12.6,15.8,2.50,17.6
2018-09-26,NaN,22.3,13.4,17.9,22.7,13.0,17.8,3.10,15.3
2018-09-27,NaN,23.0,14.5,18.6,24.0,15.5,19.4,0.70,13.1
2018-09-28,NaN,24.8,15.7,20.1,26.8,16.5,20.9,0.10,16.1
2018-09-29,NaN,28.6,16.1,20.4,30.1,15.5,21.3,8.20,16.0
2018-09-30,NaN,19.8,11.5,15.2,18.5,10.0,14.5,10.80,16.8
2018-10-01,NaN,22.5,12.2,17.0,21.8,11.5,16.2,0.00,19.2
2018-10-02,NaN,23.1,11.1,17.0,21.9,10.1,16.1,0.00,17.6
2018-10-03,NaN,24.5,13.2,18.2,26.1,12.2,18.0,0.00,17.3
2018-10-04,NaN,24.9,14.1,19.4,27.2,13.9,19.7,0.00,17.6
2018-10-05,NaN,24.0,15.3,18.8,22.7,16.0,19.1,11.40,12.0
2018-10-06,NaN,21.8,15.7,18.0,23.3,16.6,18.9,10.80,13.1
2018-10-07,NaN,23.2,14.8,18.7,24.2,15.2,19.7,2.60,12.3
2018-10-08,NaN,25.8,15.0,19.7,28.7,16.4,21.3,0.20,13.8
2018-10-09,NaN,25.7,15.8,20.5,27.7,17.5,22.3,0.30,16.4
2018-10-10,NaN,29.3,16.8,21.6,33.8,17.9,23.7,1.40,16.8
2018-10-11,NaN,24.9,15.4,18.3,25.4,15.1,18.2,15.50,17.8
2018-10-12,NaN,20.6,15.4,17.2,19.4,14.9,17.0,39.30,20.7
2018-10-13,NaN,18.8,15.8,17.2,19.3,15.8,17.4,12.60,18.6
2018-10-14,NaN,19.6,16.9,18.1,21.2,16.8,18.0,31.20,21.8
2018-10-15,NaN,21.9,17.9,19.4,24.1,18.0,19.9,10.30,25.6
2018-10-16,NaN,24.1,17.7,20.4,25.8,19.3,22.0,3.10,18.0
2018-10-17,NaN,24.6,18.5,20.9,26.9,20.1,23.0,3.30,14.2
2018-10-18,NaN,24.1,17.7,20.8,26.2,19.6,22.5,2.60,16.3
2018-10-19,NaN,25.5,16.5,20.6,28.2,18.0,22.2,0.00,15.3
2018-10-20,NaN,25.4,17.8,20.8,27.7,18.6,22.4,1.80,15.3
2018-10-21,NaN,27.2,15.7,19.9,31.6,16.6,22.0,5.50,14.5
2018-10-22,NaN,26.8,15.6,20.7,29.7,16.3,22.3,1.50,14.8
2018-10-23,NaN,27.5,16.8,21.7,32.9,18.7,24.3,0.20,13.6
2018-10-24,NaN,30.1,20.0,23.4,36.1,22.4,26.3,0.00,12.5
2018-10-25,NaN,26.8,17.3,22.1,29.4,19.2,24.4,1.40,13.8
2018-10-26,NaN,33.1,17.8,24.4,36.5,19.7,26.3,0.00,25.3
2018-10-27,NaN,27.2,16.3,21.7,30.5,17.8,23.5,0.10,16.5
2018-10-28,NaN,30.0,18.2,21.5,34.4,19.4,22.8,1.50,21.7
2018-10-29,NaN,21.6,14.8,18.4,22.3,15.4,18.9,2.60,15.9
2018-10-30,NaN,24.8,14.0,19.7,26.9,14.7,20.2,0.10,14.2
2018-10-31,NaN,25.3,15.1,20.4,27.0,15.7,21.1,0.00,16.4
2018-11-01,NaN,26.6,17.4,21.4,29.2,18.3,22.4,0.00,16.0
2018-11-02,NaN,26.8,16.5,21.5,28.5,16.7,21.7,0.00,21.3
2018-11-03,NaN,30.7,17.6,23.3,33.7,18.5,24.6,0.00,18.9
2018-11-04,NaN,31.7,18.8,24.8,36.6,21.5,27.7,0.00,17.6
2018-11-05,NaN,30.9,21.2,25.8,37.0,23.6,29.5,0.00,16.6
2018-11-06,NaN,32.1,20.8,26.1,39.0,22.5,29.2,0.00,17.9
2018-11-07,NaN,32.8,22.2,25.9,36.5,20.3,26.9,0.00,26.6
2018-11-08,NaN,26.0,14.3,19.6,24.9,13.4,18.3,0.00,20.5
2018-11-09,NaN,24.2,12.9,19.0,23.8,12.1,18.1,0.10,17.5
2018-11-10,NaN,25.4,17.2,21.2,25.7,17.8,21.4,0.00,15.3
2018-11-11,NaN,26.2,15.1,20.9,26.0,15.1,20.8,0.00,14.8
2018-11-12,NaN,27.5,15.6,21.1,27.1,15.8,20.9,0.00,21.0
2018-11-13,NaN,27.0,15.5,21.2,26.9,16.2,21.5,0.00,16.8
2018-11-14,NaN,27.2,17.5,22.5,28.8,19.5,24.2,0.80,15.9
2018-11-15,NaN,29.3,18.3,23.5,32.3,20.6,25.8,0.10,13.6
2018-11-16,NaN,29.1,19.1,23.8,32.0,22.0,25.7,0.00,16.4
2018-11-17,NaN,29.4,18.3,22.7,31.6,19.1,24.1,7.60,20.5
2018-11-18,NaN,25.1,16.3,20.8,25.0,16.2,20.8,0.30,21.5
2018-11-19,NaN,24.6,15.1,20.4,25.4,15.5,20.6,0.00,17.0
2018-11-20,NaN,26.3,17.3,21.7,27.6,18.1,22.1,0.00,18.5
2018-11-21,NaN,31.2,21.6,25.1,34.9,24.0,27.8,3.70,20.1
2018-11-22,NaN,29.2,16.3,22.8,30.7,13.7,22.3,7.70,21.8
2018-11-23,NaN,28.2,15.5,21.4,25.5,13.4,18.8,0.00,24.1
2018-11-24,NaN,29.0,14.6,22.2,26.0,13.2,19.9,0.00,24.3
2018-11-25,NaN,32.1,17.5,23.3,32.0,15.9,22.7,0.00,14.8
2018-11-26,NaN,33.2,16.3,23.3,32.3,17.2,24.1,0.00,21.8
2018-11-27,NaN,27.7,20.5,23.3,29.8,21.7,25.1,1.90,21.7
2018-11-28,NaN,35.5,19.9,26.8,36.8,18.4,25.1,0.30,31.7
2018-11-29,NaN,33.0,18.7,24.3,33.0,21.1,25.3,0.10,19.3
2018-11-30,NaN,28.3,19.4,23.8,31.3,21.6,26.2,0.40,19.1
2018-12-01,NaN,31.9,19.8,25.5,35.1,22.6,28.4,0.00,19.2
2018-12-02,NaN,36.0,23.8,28.5,39.8,24.6,30.1,0.00,18.6
2018-12-03,NaN,29.3,18.4,23.9,33.1,20.6,26.0,0.00,19.9
2018-12-04,NaN,30.3,18.6,23.2,34.0,20.3,25.4,11.30,20.6
2018-12-05,NaN,26.1,18.0,21.9,27.7,18.1,21.9,1.00,24.9
2018-12-06,NaN,25.9,17.4,21.3,24.5,16.8,20.6,0.00,25.5
2018-12-07,NaN,25.3,19.3,21.9,23.8,19.6,21.7,0.90,20.7
2018-12-08,NaN,25.2,18.9,22.0,24.7,20.5,22.6,1.10,20.5
2018-12-09,NaN,27.4,19.3,23.0,28.9,21.6,24.7,0.90,17.9
2018-12-10,NaN,28.6,17.9,23.1,30.8,19.7,25.1,0.50,17.1
2018-12-11,NaN,28.5,20.0,23.7,30.6,22.7,25.9,0.00,17.1
2018-12-12,NaN,28.0,19.8,23.6,30.6,21.8,25.3,0.00,17.7
2018-12-13,NaN,29.2,21.4,24.6,31.0,24.2,26.2,7.10,24.4
2018-12-14,NaN,29.3,22.1,24.9,32.3,25.8,28.1,16.60,23.3
2018-12-15,NaN,29.5,23.0,25.0,32.4,26.1,27.8,8.70,20.6
2018-12-16,NaN,23.9,21.9,22.8,27.3,24.6,25.7,42.10,23.3
2018-12-17,NaN,26.2,21.3,23.5,29.3,24.9,26.6,9.20,16.0
2018-12-18,NaN,27.7,21.2,24.1,31.1,25.0,27.4,0.90,16.9
2018-12-19,NaN,28.7,22.0,24.8,33.9,25.5,28.7,0.40,15.6
2018-12-20,NaN,32.1,21.5,26.0,38.7,24.6,30.0,0.00,18.1
2018-12-21,NaN,34.5,24.8,28.1,42.0,27.7,32.6,0.20,18.7
2018-12-22,NaN,33.1,18.9,24.3,37.2,20.3,26.1,13.20,21.9
2018-12-23,NaN,26.2,17.1,21.5,26.5,17.2,21.5,0.20,21.9
2018-12-24,NaN,25.0,15.1,20.8,25.6,15.1,21.3,0.70,17.4
2018-12-25,NaN,27.1,16.2,22.0,29.0,16.8,23.0,0.00,15.0
2018-12-26,NaN,27.3,18.2,22.5,29.5,19.2,23.8,0.00,17.1
2018-12-27,NaN,27.9,19.6,23.2,30.8,21.6,24.9,0.00,18.1
2018-12-28,NaN,27.6,20.1,23.7,29.6,21.5,25.1,0.10,17.1
2018-12-29,NaN,28.5,21.3,24.7,31.1,24.0,27.0,0.50,17.2
2018-12-30,NaN,28.8,21.0,24.6,32.2,23.2,26.7,0.00,16.1
2018-12-31,NaN,29.3,20.6,24.8,32.1,22.7,26.8,0.00,15.4
2019-01-01,NaN,29.9,20.4,24.9,33.5,23.4,27.3,0.00,17.1
2019-01-02,NaN,30.0,21.3,24.9,32.7,24.3,27.3,1.20,19.6
2019-01-03,NaN,27.8,22.8,25.1,31.6,25.6,27.9,3.60,16.3
2019-01-04,NaN,29.9,21.6,25.6,32.0,23.6,27.6,0.00,19.0
2019-01-05,NaN,29.6,22.9,25.7,33.2,26.2,28.5,0.00,17.1
2019-01-06,NaN,29.1,21.9,25.2,31.3,25.1,27.5,1.90,17.9
2019-01-07,NaN,28.5,21.6,24.5,29.4,23.5,26.6,3.30,16.8
2019-01-08,NaN,28.4,22.3,24.5,29.5,25.7,27.1,2.50,17.4
2019-01-09,NaN,28.9,22.5,25.2,30.9,26.1,28.3,1.30,14.5
2019-01-10,NaN,28.3,21.9,24.5,30.9,24.9,27.4,1.90,15.4
2019-01-11,NaN,29.3,19.7,24.3,32.2,21.8,26.2,0.80,16.2
2019-01-12,NaN,29.8,19.8,24.4,32.6,22.2,26.6,0.00,16.7
2019-01-13,NaN,30.2,20.3,25.0,32.1,21.9,26.6,0.20,20.7
2019-01-14,NaN,30.2,20.2,24.8,33.0,23.3,27.1,0.00,18.7
2019-01-15,NaN,30.2,20.6,25.2,33.8,23.6,27.8,0.00,18.2
2019-01-16,NaN,32.0,21.6,25.9,35.3,25.8,28.8,0.60,19.1
2019-01-17,NaN,30.3,20.5,24.9,33.5,23.0,26.8,0.20,16.6
2019-01-18,NaN,31.1,19.1,24.9,33.6,20.9,26.5,0.00,17.7
2019-01-19,NaN,32.3,19.7,25.4,35.9,22.2,28.0,0.00,18.3
2019-01-20,NaN,31.7,21.2,26.2,35.3,24.5,29.2,0.00,16.0
2019-01-21,NaN,31.9,22.0,26.5,34.9,25.2,29.0,0.00,17.1
2019-01-22,NaN,30.4,22.6,26.2,33.6,26.5,29.3,0.00,16.8
2019-01-23,NaN,33.4,23.0,27.3,38.2,25.2,29.7,0.00,19.4
2019-01-24,NaN,33.0,23.7,27.4,36.4,27.8,30.6,0.70,17.3
2019-01-25,NaN,31.4,22.4,26.6,34.0,26.4,29.7,1.00,16.9
2019-01-26,NaN,32.1,20.9,26.2,34.7,23.5,27.9,0.20,21.3
2019-01-27,NaN,31.9,21.4,26.3,34.0,24.3,27.8,0.00,22.2
2019-01-28,NaN,32.8,22.2,26.5,33.9,26.0,28.7,2.70,18.6
2019-01-29,NaN,30.8,22.2,26.2,33.4,25.6,28.7,1.60,17.8
2019-01-30,NaN,30.9,22.5,26.1,33.5,26.5,29.2,0.70,19.3
2019-01-31,NaN,30.5,22.4,26.3,33.8,27.0,29.6,0.50,17.1
2019-02-01,NaN,32.0,23.0,26.5,33.6,25.6,28.4,1.70,20.3
2019-02-02,NaN,30.4,22.0,25.5,30.9,24.3,26.9,0.60,19.6
2019-02-03,NaN,28.5,21.5,24.2,29.5,24.2,26.3,5.50,18.1
2019-02-04,NaN,29.5,21.5,25.0,31.2,24.4,27.2,1.40,18.1
2019-02-05,NaN,29.5,21.7,24.4,30.8,24.2,26.4,6.90,21.7
2019-02-06,NaN,28.3,21.7,24.7,29.7,24.1,26.8,3.20,20.2
2019-02-07,NaN,28.7,22.4,24.8,30.0,25.7,27.2,2.50,21.0
2019-02-08,NaN,27.8,20.9,24.3,31.0,24.3,27.7,0.70,12.2
2019-02-09,NaN,30.5,22.0,26.1,36.1,25.9,30.2,0.10,15.8
2019-02-10,NaN,32.2,22.0,26.1,38.0,24.8,29.2,0.30,19.1
2019-02-11,NaN,29.5,22.0,25.6,33.0,25.2,28.5,0.50,17.9
2019-02-12,NaN,34.0,22.4,27.4,38.5,26.2,31.3,0.60,19.7
2019-02-13,NaN,35.0,24.4,28.1,41.9,26.3,31.6,1.10,23.4
2019-02-14,NaN,31.3,21.4,25.3,33.1,21.9,25.7,0.00,29.1
2019-02-15,NaN,29.9,19.2,24.6,29.6,19.4,24.3,0.00,27.7
2019-02-16,NaN,29.9,19.3,24.5,29.8,19.4,24.6,0.00,23.8
2019-02-17,NaN,30.6,19.9,24.6,32.0,20.7,25.2,0.00,18.4
2019-02-18,NaN,30.7,18.5,24.5,31.7,20.5,26.3,0.00,16.8
2019-02-19,NaN,33.0,21.4,26.2,37.4,24.9,29.6,0.00,15.3
2019-02-20,NaN,32.9,23.6,27.4,36.1,26.7,30.2,0.10,20.2
2019-02-21,NaN,33.2,23.3,27.3,35.2,23.3,28.0,0.00,25.9
2019-02-22,NaN,32.0,20.6,25.4,30.2,19.6,23.7,0.10,30.5
2019-02-23,NaN,31.0,20.4,24.9,29.5,20.7,23.8,0.00,27.3
2019-02-24,NaN,29.2,20.0,23.9,27.0,20.0,23.0,0.60,25.1
2019-02-25,NaN,28.3,18.9,23.1,26.4,19.2,22.6,0.40,23.2
2019-02-26,NaN,27.6,17.8,23.0,26.4,18.4,23.3,0.30,18.0
2019-02-27,NaN,27.0,19.3,22.6,26.4,20.5,23.3,2.00,18.4
2019-02-28,NaN,26.6,20.3,23.4,26.6,21.6,24.1,2.90,17.1
2019-03-01,NaN,28.6,19.5,23.4,28.6,21.0,24.3,3.70,20.5
2019-03-02,NaN,26.9,19.4,22.5,27.1,21.1,23.8,2.40,17.7
2019-03-03,NaN,27.7,19.4,23.3,28.4,21.1,24.5,1.90,19.8
2019-03-04,NaN,28.4,19.9,23.7,28.3,22.1,25.2,1.90,18.3
2019-03-05,NaN,29.0,20.9,24.7,30.6,23.9,27.2,0.30,14.1
2019-03-06,NaN,30.9,21.5,25.4,35.3,24.5,29.1,0.50,16.7
2019-03-07,NaN,30.8,21.7,24.8,33.2,24.7,27.5,7.50,19.9
