latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-27.45167,153.02014,27.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h)
2012-06-22,NaN,22.2,12.5,17.2,21.1,9.6,16.1,0.10,14.6
2012-06-23,NaN,18.5,11.3,14.2,16.3,8.7,12.4,0.30,13.0
2012-06-24,NaN,18.7,12.4,14.9,16.5,10.4,13.0,1.40,14.2
2012-06-25,NaN,18.4,13.7,15.6,17.5,12.9,14.8,2.50,13.2
2012-06-26,NaN,15.4,12.1,13.3,14.7,11.1,12.6,30.10,14.3
2012-06-27,NaN,15.0,13.8,14.3,14.8,12.3,13.0,32.00,20.8
2012-06-28,NaN,16.6,14.5,15.4,16.0,12.9,14.1,5.90,22.9
2012-06-29,NaN,21.0,10.6,15.5,20.5,10.0,15.1,0.00,18.0
2012-06-30,NaN,21.6,8.5,14.5,20.3,7.3,13.7,0.00,9.5
2012-07-01,NaN,21.5,8.4,14.6,21.0,4.9,12.4,0.00,15.8
2012-07-02,NaN,17.6,6.5,11.7,14.4,3.7,8.5,0.00,14.3
2012-07-03,NaN,16.8,5.5,10.8,14.9,2.9,8.7,0.00,10.9
2012-07-04,NaN,17.4,8.2,11.8,15.5,5.6,9.6,0.00,9.1
2012-07-05,NaN,17.7,9.5,13.0,15.9,6.9,10.8,0.00,14.1
2012-07-06,NaN,17.4,10.2,13.5,14.4,8.3,11.5,0.00,17.6
2012-07-07,NaN,17.5,10.6,13.6,15.5,9.1,12.1,0.70,15.5
2012-07-08,NaN,18.4,10.7,14.3,16.6,9.3,13.1,0.00,14.5
2012-07-09,NaN,17.9,14.4,15.7,16.3,13.6,14.8,0.10,15.0
2012-07-10,NaN,18.6,14.6,16.3,19.3,14.6,16.4,1.20,14.0
2012-07-11,NaN,20.2,15.2,17.5,21.7,16.0,18.8,0.10,9.3
2012-07-12,NaN,21.6,17.7,19.0,22.1,18.9,20.2,1.80,16.3
2012-07-13,NaN,22.4,18.1,19.7,24.5,19.5,21.7,5.70,11.1
2012-07-14,NaN,23.1,14.7,18.2,23.2,14.2,17.4,2.70,13.7
2012-07-15,NaN,19.2,7.4,13.3,16.1,5.4,10.6,0.00,16.1
2012-07-16,NaN,19.2,12.4,14.9,17.7,10.8,13.3,1.60,14.5
2012-07-17,NaN,19.3,13.5,15.7,17.9,13.4,15.4,0.20,14.3
2012-07-18,NaN,19.4,12.9,15.9,19.9,12.9,16.4,8.10,8.1
2012-07-19,NaN,19.1,9.1,14.3,17.9,6.4,12.8,0.10,11.0
2012-07-20,NaN,19.2,11.1,14.3,17.0,8.2,12.1,0.00,13.5
2012-07-21,NaN,19.8,12.3,15.4,17.7,9.9,13.4,0.00,21.4
2012-07-22,NaN,19.2,10.9,14.5,16.1,8.5,12.0,0.00,18.7
2012-07-23,NaN,18.5,11.2,14.4,16.2,9.3,12.4,0.00,16.4
2012-07-24,NaN,18.8,10.4,14.3,16.9,8.6,12.6,0.00,14.4
2012-07-25,NaN,19.5,9.5,14.5,18.1,8.5,13.7,0.00,11.5
2012-07-26,NaN,19.2,10.3,14.9,18.9,9.3,14.4,0.00,8.2
2012-07-27,NaN,20.8,9.2,14.1,19.9,5.9,11.5,0.30,16.5
2012-07-28,NaN,18.0,7.2,12.3,14.3,4.7,9.0,0.00,18.8
2012-07-29,NaN,18.3,6.9,12.6,17.3,4.8,11.0,0.00,9.0
2012-07-30,NaN,19.1,8.8,13.7,18.2,5.4,11.7,0.00,12.1
2012-07-31,NaN,18.6,6.8,12.8,17.3,5.1,11.2,0.00,9.3
2012-08-01,NaN,19.1,7.0,12.7,16.9,3.8,10.0,0.00,13.4
2012-08-02,NaN,18.1,4.8,11.4,15.9,2.0,9.2,0.00,9.3
2012-08-03,NaN,19.2,4.7,12.0,16.1,1.9,9.2,0.00,10.2
2012-08-04,NaN,19.7,5.1,12.3,18.7,2.6,10.3,0.00,8.9
2012-08-05,NaN,20.5,6.0,13.3,18.1,3.3,11.1,0.00,11.0
2012-08-06,NaN,22.7,5.7,14.3,19.7,3.2,11.7,0.00,13.9
2012-08-07,NaN,20.1,5.5,12.8,19.9,3.0,11.3,0.00,8.6
2012-08-08,NaN,21.2,6.6,13.7,19.0,3.7,11.6,0.00,10.3
2012-08-09,NaN,23.6,9.8,16.1,21.1,5.0,12.7,0.00,21.9
2012-08-10,NaN,17.1,8.8,12.7,12.1,4.7,8.1,0.00,21.9
2012-08-11,NaN,19.6,8.6,13.7,16.5,6.0,11.1,0.00,14.1
2012-08-12,NaN,19.4,9.5,14.1,17.0,7.4,12.0,0.00,15.3
2012-08-13,NaN,18.8,7.1,13.0,16.4,5.4,11.5,0.00,12.2
2012-08-14,NaN,21.6,8.1,14.7,20.4,6.2,13.4,0.00,11.5
2012-08-15,NaN,23.2,9.9,16.2,21.3,7.9,14.6,0.00,13.6
2012-08-16,NaN,25.5,12.3,17.7,24.1,10.5,16.2,0.00,12.3
2012-08-17,NaN,24.9,12.3,18.1,24.0,8.2,15.6,0.00,17.4
2012-08-18,NaN,20.5,7.7,13.7,16.0,4.2,9.8,0.00,20.5
2012-08-19,NaN,19.3,10.5,14.4,17.5,9.1,12.7,0.00,11.7
2012-08-20,NaN,21.0,9.2,15.0,20.8,8.0,14.1,0.00,13.2
2012-08-21,NaN,20.4,10.1,15.3,19.2,9.4,14.7,0.00,10.5
2012-08-22,NaN,23.1,13.5,17.9,23.6,13.9,18.5,0.00,13.0
2012-08-23,NaN,25.6,16.6,20.0,25.2,17.3,20.4,0.00,16.6
2012-08-24,NaN,25.4,11.3,18.8,25.9,9.1,18.0,0.00,14.0
2012-08-25,NaN,23.4,9.1,16.5,21.5,7.5,15.3,0.00,8.1
2012-08-26,NaN,23.5,11.7,16.9,22.5,11.2,16.3,4.30,10.1
2012-08-27,NaN,19.4,10.3,15.0,17.8,8.8,13.4,0.00,15.1
2012-08-28,NaN,20.3,11.5,15.7,19.6,11.1,15.0,0.00,11.4
2012-08-29,NaN,21.3,11.5,16.4,20.3,10.5,15.5,0.00,15.0
2012-08-30,NaN,26.0,14.3,19.5,26.3,14.7,19.7,6.70,15.8
2012-08-31,NaN,21.4,9.5,15.5,21.9,5.7,12.8,0.80,16.2
2012-09-01,NaN,20.2,7.5,13.7,19.0,5.6,11.6,0.00,16.2
2012-09-02,NaN,20.1,8.4,14.3,19.3,7.0,13.1,0.00,10.6
2012-09-03,NaN,22.0,9.2,15.6,22.2,8.0,14.9,0.00,11.5
2012-09-04,NaN,22.7,10.5,16.4,23.1,9.5,15.8,0.00,12.8
2012-09-05,NaN,22.2,13.4,17.6,21.4,12.1,16.1,0.00,17.5
2012-09-06,NaN,25.6,14.7,19.4,24.9,14.1,18.3,0.00,17.0
2012-09-07,NaN,28.5,13.4,20.5,28.4,9.2,18.6,0.00,15.4
2012-09-08,NaN,25.7,11.4,18.2,23.2,8.5,15.2,0.00,15.3
2012-09-09,NaN,23.2,13.9,18.1,23.4,12.9,17.2,0.00,14.6
2012-09-10,NaN,22.2,12.3,17.6,21.6,11.8,17.3,0.00,12.2
2012-09-11,NaN,23.7,13.4,18.4,24.5,13.4,18.4,0.00,10.8
2012-09-12,NaN,23.7,13.4,18.3,25.0,13.4,18.4,0.00,13.6
2012-09-13,NaN,25.7,13.5,19.4,24.9,10.3,17.5,0.00,19.1
2012-09-14,NaN,21.1,11.4,16.1,19.9,9.8,14.5,0.00,14.4
2012-09-15,NaN,20.9,11.4,16.1,20.6,9.8,14.5,0.00,16.9
2012-09-16,NaN,20.6,12.7,17.0,20.3,12.9,16.8,0.00,11.3
2012-09-17,NaN,22.2,14.1,17.3,22.6,14.3,17.4,1.80,15.1
2012-09-18,NaN,19.8,12.7,16.3,20.7,12.9,16.8,11.40,14.1
2012-09-19,NaN,24.6,13.4,18.7,26.6,13.8,19.7,0.30,13.8
2012-09-20,NaN,25.5,14.2,19.1,27.7,15.4,20.5,0.00,12.7
2012-09-21,NaN,25.5,13.6,20.0,27.3,13.7,21.4,1.10,11.3
2012-09-22,NaN,27.9,17.2,21.1,30.9,18.4,22.5,0.30,15.9
2012-09-23,NaN,28.7,16.0,20.9,30.8,17.6,22.9,0.00,14.5
2012-09-24,NaN,29.6,16.2,22.3,31.8,15.8,23.2,1.20,17.9
2012-09-25,NaN,22.5,15.8,19.0,20.9,15.3,17.9,0.00,21.1
2012-09-26,NaN,22.2,14.2,18.5,21.1,14.3,17.8,0.00,15.0
2012-09-27,NaN,23.2,13.7,18.7,23.6,13.5,18.6,0.00,12.2
2012-09-28,NaN,25.8,15.2,19.8,27.3,13.7,19.2,0.00,17.4
2012-09-29,NaN,29.5,17.7,22.2,29.2,18.8,22.8,0.20,13.6
2012-09-30,NaN,23.6,16.1,19.1,23.9,16.1,19.2,0.40,15.3
2012-10-01,NaN,20.7,15.1,17.9,20.0,14.0,17.0,0.40,17.3
2012-10-02,NaN,22.8,13.5,17.7,21.3,11.6,15.9,0.10,19.2
2012-10-03,NaN,23.5,12.0,18.3,23.2,11.7,17.8,0.00,12.7
2012-10-04,NaN,27.1,13.9,19.8,28.4,13.6,19.8,0.00,15.8
2012-10-05,NaN,30.0,15.1,21.8,31.5,14.5,22.0,0.00,15.7
2012-10-06,NaN,32.0,17.9,24.2,33.2,17.0,23.7,0.00,15.5
2012-10-07,NaN,35.1,17.3,23.7,34.6,16.6,22.9,0.00,25.2
2012-10-08,NaN,23.7,17.0,19.7,23.6,18.5,20.1,0.10,14.0
2012-10-09,NaN,30.2,17.6,22.6,29.5,17.4,22.6,0.00,15.2
2012-10-10,NaN,28.3,20.3,23.3,30.4,20.3,24.0,4.30,19.6
2012-10-11,NaN,23.8,12.0,17.0,25.5,7.5,16.3,16.10,26.8
2012-10-12,NaN,19.8,10.4,15.4,17.7,8.3,11.8,0.00,34.2
2012-10-13,NaN,23.6,11.3,17.4,24.4,10.1,16.6,0.00,13.7
2012-10-14,NaN,25.1,14.0,18.9,26.5,13.4,18.3,0.00,16.3
2012-10-15,NaN,22.5,13.0,18.3,22.9,13.0,18.3,0.00,12.9
2012-10-16,NaN,25.0,13.8,19.3,26.6,13.2,19.1,0.00,16.1
2012-10-17,NaN,29.5,15.4,21.8,31.6,16.0,22.7,0.00,14.5
2012-10-18,NaN,27.9,17.3,21.9,30.4,18.9,23.7,0.10,16.6
2012-10-19,NaN,28.4,17.2,22.2,30.7,17.7,23.2,0.00,17.1
2012-10-20,NaN,34.8,17.1,25.8,36.7,16.7,26.1,0.30,14.8
2012-10-21,NaN,30.0,19.7,23.9,32.7,22.0,26.2,0.00,14.4
2012-10-22,NaN,33.7,14.9,22.6,34.5,11.7,20.8,0.20,27.2
2012-10-23,NaN,23.4,14.2,18.7,21.2,12.2,15.9,0.00,23.5
2012-10-24,NaN,24.0,13.6,18.7,22.7,12.8,17.4,0.00,19.4
2012-10-25,NaN,25.9,14.2,19.9,27.5,14.3,20.2,0.00,15.8
2012-10-26,NaN,32.4,18.1,23.9,35.0,19.5,25.3,0.00,15.6
2012-10-27,NaN,29.3,16.9,21.3,31.1,16.1,20.8,3.40,22.0
2012-10-28,NaN,23.2,16.5,19.4,21.4,15.7,17.9,0.10,22.6
2012-10-29,NaN,21.6,15.6,18.6,20.1,15.7,17.9,0.40,15.9
2012-10-30,NaN,23.4,14.4,19.1,25.4,15.3,20.0,0.20,12.2
2012-10-31,NaN,27.5,15.4,20.9,31.1,16.4,22.7,2.60,13.4
2012-11-01,NaN,30.2,18.4,23.6,33.5,19.6,24.9,0.00,18.1
2012-11-02,NaN,27.2,17.9,21.3,27.8,17.6,20.5,0.00,24.7
2012-11-03,NaN,22.6,17.5,20.2,21.8,18.1,19.9,0.00,15.4
2012-11-04,NaN,23.2,16.5,20.1,23.7,17.3,20.4,0.00,12.3
2012-11-05,NaN,26.1,16.5,21.1,27.4,17.6,21.7,0.00,16.3
2012-11-06,NaN,25.5,17.7,21.0,26.6,18.6,21.5,0.00,16.4
2012-11-07,NaN,26.3,19.1,22.0,27.1,21.6,23.4,0.60,14.5
2012-11-08,NaN,25.4,20.2,22.6,26.5,21.9,23.9,1.30,18.6
2012-11-09,NaN,26.9,19.8,22.5,29.3,22.4,24.7,15.60,18.7
2012-11-10,NaN,21.4,17.1,19.1,24.5,16.2,19.9,25.30,24.3
2012-11-11,NaN,23.6,16.3,19.6,22.4,15.3,18.0,0.00,25.0
2012-11-12,NaN,22.9,14.7,19.1,23.4,15.0,18.8,0.00,16.9
2012-11-13,NaN,25.7,15.2,20.4,28.4,15.7,21.1,0.00,15.1
2012-11-14,NaN,28.3,16.3,21.8,30.9,17.2,23.0,0.00,16.5
2012-11-15,NaN,30.4,18.1,23.6,32.5,18.6,24.5,0.00,18.2
2012-11-16,NaN,33.1,20.4,25.4,35.2,23.1,27.6,0.30,16.9
2012-11-17,NaN,28.0,20.3,23.1,31.7,23.4,26.2,29.60,15.6
2012-11-18,NaN,26.3,20.1,22.9,31.4,23.1,26.1,7.70,11.0
2012-11-19,NaN,32.5,17.7,23.7,33.4,16.7,23.7,0.10,20.9
2012-11-20,NaN,26.7,17.0,21.5,28.4,16.9,21.8,0.00,13.6
2012-11-21,NaN,27.0,17.7,22.0,28.3,19.4,23.6,0.00,15.5
2012-11-22,NaN,29.3,20.2,23.4,33.9,22.4,26.0,0.00,13.7
2012-11-23,NaN,26.2,19.7,22.6,27.7,21.7,23.9,0.00,14.7
2012-11-24,NaN,25.5,19.4,22.4,26.8,21.2,23.3,0.00,14.9
2012-11-25,NaN,25.8,19.4,22.6,26.9,21.1,23.9,0.00,15.3
2012-11-26,NaN,26.9,18.7,22.8,28.7,20.9,24.2,0.00,15.5
2012-11-27,NaN,28.6,20.3,23.8,31.0,22.8,26.0,0.00,17.6
2012-11-28,NaN,29.8,20.2,23.9,34.2,22.5,26.6,2.10,14.1
2012-11-29,NaN,28.4,20.7,24.2,31.1,23.9,26.8,0.00,12.3
2012-11-30,NaN,30.3,19.2,24.4,34.7,21.2,26.7,0.00,16.6
2012-12-01,NaN,30.5,20.4,24.7,33.7,22.5,26.5,0.00,19.7
2012-12-02,NaN,31.1,20.5,24.9,34.1,22.5,26.7,0.00,18.3
2012-12-03,NaN,32.2,21.8,26.1,36.7,25.3,29.2,1.30,18.6
2012-12-04,NaN,37.5,21.5,29.3,38.5,19.0,27.2,0.00,18.1
2012-12-05,NaN,33.6,19.3,26.6,31.1,16.3,23.7,0.00,20.7
2012-12-06,NaN,27.6,20.2,23.8,29.5,23.0,25.7,2.70,17.7
2012-12-07,NaN,27.6,21.0,24.0,29.6,22.8,25.3,1.10,16.4
2012-12-08,NaN,27.0,20.7,23.6,29.3,23.2,25.2,0.90,17.5
2012-12-09,NaN,26.8,20.3,23.6,27.9,22.8,25.2,0.40,15.0
2012-12-10,NaN,25.7,19.2,22.2,28.7,20.1,23.2,6.10,17.2
2012-12-11,NaN,24.8,19.2,21.9,26.0,18.9,21.6,1.90,21.4
2012-12-12,NaN,25.0,17.9,21.5,24.2,18.2,21.0,1.30,22.0
2012-12-13,NaN,25.3,17.0,21.4,24.8,17.4,21.3,0.50,18.8
2012-12-14,NaN,28.0,16.8,22.3,28.8,17.7,22.8,0.00,17.2
2012-12-15,NaN,28.4,20.3,23.6,31.6,22.3,25.6,0.00,13.9
2012-12-16,NaN,32.2,20.9,26.0,36.0,24.0,28.8,0.00,16.8
2012-12-17,NaN,35.8,24.0,27.9,40.5,28.5,31.7,0.00,18.2
2012-12-18,NaN,31.4,23.5,27.0,35.6,28.2,30.8,0.00,17.1
2012-12-19,NaN,31.9,21.9,26.0,36.3,25.3,29.1,0.00,16.5
2012-12-20,NaN,33.4,23.1,26.9,37.6,27.5,30.5,0.00,12.9
2012-12-21,NaN,28.6,22.4,24.6,31.8,26.2,28.2,9.00,15.3
2012-12-22,NaN,27.6,21.7,24.7,30.5,24.9,27.4,1.10,13.6
2012-12-23,NaN,28.8,20.9,24.4,33.0,23.7,27.0,1.10,16.8
2012-12-24,NaN,26.7,19.3,23.6,28.6,21.5,25.3,0.20,12.4
2012-12-25,NaN,31.3,21.6,25.0,35.8,25.2,27.8,22.70,17.6
2012-12-26,NaN,25.4,19.4,22.6,27.8,20.1,24.2,2.70,13.4
2012-12-27,NaN,26.6,20.6,23.6,29.7,23.6,25.8,0.30,17.9
2012-12-28,NaN,29.9,19.5,24.0,35.7,22.7,28.0,8.30,10.1
2012-12-29,NaN,28.3,20.6,24.0,33.2,22.1,26.0,1.90,19.0
2012-12-30,NaN,27.4,20.5,23.5,28.6,21.0,23.7,0.00,24.3
2012-12-31,NaN,27.6,20.1,23.6,28.4,22.6,25.0,0.10,18.4
2013-01-01,NaN,27.2,19.9,23.9,31.3,22.9,26.6,0.40,13.8
2013-01-02,NaN,32.8,22.1,26.2,38.9,23.7,29.0,0.00,17.9
2013-01-03,NaN,28.8,20.6,23.9,31.6,21.3,24.6,0.00,20.9
2013-01-04,NaN,27.4,21.2,23.8,28.5,22.7,24.7,0.10,18.4
2013-01-05,NaN,26.7,21.3,23.9,27.8,23.9,25.7,0.70,14.8
2013-01-06,NaN,26.2,21.5,23.9,26.9,23.5,25.0,0.20,18.6
2013-01-07,NaN,26.8,20.5,24.0,27.5,23.4,25.5,0.00,19.2
2013-01-08,NaN,29.7,21.2,25.1,32.0,22.4,26.6,0.00,17.3
2013-01-09,NaN,36.1,22.7,27.9,38.7,26.6,30.8,0.00,20.2
2013-01-10,NaN,31.5,23.9,27.0,35.6,28.2,30.5,0.00,16.6
2013-01-11,NaN,31.8,24.6,27.5,35.6,28.3,31.0,0.00,18.6
2013-01-12,NaN,35.1,23.8,28.3,41.0,27.6,32.4,0.00,18.1
2013-01-13,NaN,35.4,23.5,27.9,40.5,25.4,30.6,0.00,19.3
2013-01-14,NaN,32.1,22.1,24.9,36.3,22.2,25.8,0.20,21.4
2013-01-15,NaN,26.1,21.3,23.9,26.7,23.3,24.5,0.00,16.8
2013-01-16,NaN,28.3,19.6,24.2,28.9,21.9,25.6,0.00,14.3
2013-01-17,NaN,29.8,21.1,24.9,33.3,24.0,26.9,0.00,15.4
2013-01-18,NaN,32.9,22.8,26.8,36.9,25.8,29.3,0.00,18.7
2013-01-19,NaN,35.2,23.3,27.5,41.2,27.9,31.6,5.00,14.2
2013-01-20,NaN,30.1,22.9,25.8,33.4,26.7,28.8,2.20,14.2
2013-01-21,NaN,28.4,22.7,25.1,32.5,26.4,28.4,2.30,11.0
2013-01-22,NaN,27.2,22.2,24.9,30.4,26.0,28.0,1.50,12.9
2013-01-23,NaN,28.4,22.8,25.3,31.7,25.8,27.9,0.50,15.2
2013-01-24,NaN,26.2,22.4,23.9,28.5,25.1,26.7,23.10,14.1
2013-01-25,NaN,24.1,23.0,23.4,27.2,25.7,26.2,27.40,19.7
2013-01-26,NaN,24.1,23.3,23.6,26.8,23.5,25.5,122.30,31.5
2013-01-27,NaN,24.8,23.1,23.8,25.7,22.7,24.1,133.20,38.5
2013-01-28,NaN,27.8,22.2,24.6,31.0,25.4,27.9,22.90,27.3
2013-01-29,NaN,33.5,24.5,27.8,37.3,30.2,32.4,0.40,13.0
2013-01-30,NaN,27.0,22.8,24.5,31.2,27.0,28.0,8.50,18.9
2013-01-31,NaN,27.2,22.5,24.5,30.4,26.2,27.7,0.00,12.4
2013-02-01,NaN,28.3,21.5,24.9,32.2,24.8,28.1,1.20,16.1
2013-02-02,NaN,30.8,18.3,24.1,31.3,18.4,24.1,0.00,20.8
2013-02-03,NaN,27.8,18.9,22.4,30.8,18.9,23.2,0.00,19.1
2013-02-04,NaN,26.1,19.4,22.6,26.2,19.9,22.8,0.10,19.1
2013-02-05,NaN,26.4,18.6,22.0,26.9,19.5,22.7,0.00,19.1
2013-02-06,NaN,25.4,18.7,21.7,26.7,19.9,22.7,1.60,16.6
2013-02-07,NaN,25.3,19.1,22.1,28.0,20.6,23.7,0.90,13.2
2013-02-08,NaN,26.0,20.4,23.2,29.0,22.8,25.5,0.40,14.8
2013-02-09,NaN,26.1,19.6,23.1,29.9,21.8,25.1,1.80,14.2
2013-02-10,NaN,27.5,19.8,23.4,30.0,21.4,25.1,0.00,13.8
2013-02-11,NaN,27.8,20.5,23.7,30.1,22.7,25.6,0.00,16.0
2013-02-12,NaN,26.4,20.1,23.1,28.8,21.7,24.6,0.40,15.9
2013-02-13,NaN,25.7,19.1,22.3,26.6,19.6,22.8,0.30,20.3
2013-02-14,NaN,25.8,20.2,22.8,28.0,21.9,24.5,1.30,16.1
2013-02-15,NaN,25.2,19.6,21.4,27.7,21.2,23.4,4.80,15.6
2013-02-16,NaN,25.1,19.2,21.6,27.2,20.7,23.3,1.90,16.3
2013-02-17,NaN,25.3,19.8,21.9,28.3,20.8,23.6,7.80,16.6
2013-02-18,NaN,23.7,20.9,21.6,25.2,22.6,23.3,29.00,17.0
2013-02-19,NaN,24.3,19.9,21.3,24.8,20.7,22.4,12.30,21.9
2013-02-20,NaN,27.7,20.8,23.8,28.4,20.9,24.2,0.40,24.1
2013-02-21,NaN,27.1,20.3,23.0,28.2,20.5,23.4,2.10,24.1
2013-02-22,NaN,26.9,20.8,24.1,26.5,20.5,23.8,0.00,24.7
2013-02-23,NaN,31.8,22.9,26.5,34.5,27.4,29.9,0.00,16.3
2013-02-24,NaN,27.1,22.5,23.9,31.1,24.7,27.0,26.70,19.2
2013-02-25,NaN,23.7,21.8,22.7,26.9,24.3,25.6,36.60,16.9
2013-02-26,NaN,24.8,21.4,22.7,27.5,23.8,25.1,7.30,17.2
2013-02-27,NaN,25.4,20.6,22.7,27.6,23.7,25.1,5.90,18.4
2013-02-28,NaN,26.4,21.5,23.8,28.8,24.4,26.6,1.80,12.6
2013-03-01,NaN,23.7,21.1,22.4,27.9,24.5,26.1,19.90,10.4
2013-03-02,NaN,24.5,21.1,22.1,28.1,22.3,24.1,29.80,19.3
2013-03-03,NaN,24.2,21.0,22.6,25.3,22.6,23.9,2.00,21.7
2013-03-04,NaN,26.3,20.7,23.0,27.4,21.5,23.8,1.40,24.5
2013-03-05,NaN,25.3,21.0,22.6,25.5,21.7,23.0,1.90,24.9
2013-03-06,NaN,25.1,20.0,22.2,25.2,21.3,23.0,1.90,22.2
2013-03-07,NaN,25.1,20.3,22.5,25.5,21.6,23.5,0.60,17.6
2013-03-08,NaN,26.8,20.9,23.1,28.0,22.3,24.1,0.40,19.2
2013-03-09,NaN,24.6,19.9,22.2,24.3,21.2,22.9,0.50,21.5
2013-03-10,NaN,24.9,19.8,22.2,25.3,21.3,23.3,0.50,16.1
2013-03-11,NaN,25.8,19.3,22.2,26.9,20.3,22.7,1.30,20.9
2013-03-12,NaN,25.4,19.2,21.8,25.8,20.1,22.3,1.70,20.7
2013-03-13,NaN,26.2,17.3,21.5,26.9,17.5,22.0,0.30,17.0
2013-03-14,NaN,27.7,17.7,22.5,28.6,18.7,24.0,0.00,12.3
2013-03-15,NaN,28.7,18.6,23.2,30.2,20.8,25.4,0.00,11.9
2013-03-16,NaN,27.9,19.0,23.4,31.9,21.5,26.4,0.00,13.3
2013-03-17,NaN,33.2,20.3,24.7,36.2,19.9,25.9,0.80,23.8
2013-03-18,NaN,23.7,18.8,21.1,23.3,19.2,21.2,0.10,18.8
2013-03-19,NaN,24.4,19.4,21.6,24.0,19.4,21.2,0.40,19.5
2013-03-20,NaN,24.3,18.8,21.1,23.6,20.3,21.9,0.60,20.3
2013-03-21,NaN,25.1,19.4,22.0,28.9,22.0,24.1,0.10,14.2
2013-03-22,NaN,26.8,20.8,23.7,31.4,24.1,27.1,1.60,13.8
2013-03-23,NaN,29.4,21.5,24.8,34.1,25.0,28.3,0.00,12.2
2013-03-24,NaN,28.3,21.6,24.9,32.1,25.4,28.7,1.10,11.2
2013-03-25,NaN,28.5,21.0,24.3,33.9,24.2,27.6,0.90,13.0
2013-03-26,NaN,26.4,20.5,23.0,29.0,22.9,25.2,1.20,12.6
2013-03-27,NaN,25.4,18.8,22.3,27.7,21.0,24.6,0.90,14.6
2013-03-28,NaN,25.6,17.6,22.1,29.2,19.7,24.5,1.20,9.3
2013-03-29,NaN,28.8,20.6,23.4,31.7,22.8,25.4,0.00,13.3
2013-03-30,NaN,24.2,17.7,21.6,25.9,19.4,23.4,0.00,11.8
2013-03-31,NaN,27.5,18.7,22.2,30.5,20.2,25.1,12.90,8.4
2013-04-01,NaN,24.8,17.4,21.1,28.0,18.5,23.1,1.50,8.1
2013-04-02,NaN,24.6,17.6,21.3,27.0,19.3,23.3,0.90,8.4
2013-04-03,NaN,25.0,18.0,20.7,28.3,18.9,22.3,1.20,13.4
2013-04-04,NaN,23.7,18.3,20.2,25.3,18.0,20.5,2.30,17.9
2013-04-05,NaN,23.3,17.3,19.9,22.4,17.4,19.6,2.10,20.8
2013-04-06,NaN,22.8,16.8,19.6,23.1,17.1,19.9,0.20,15.3
2013-04-07,NaN,23.2,16.3,19.2,25.2,17.0,20.2,0.70,13.0
2013-04-08,NaN,23.0,16.3,19.2,24.9,16.6,20.0,0.90,13.2
2013-04-09,NaN,22.7,17.0,19.1,23.8,17.7,19.9,2.80,13.7
2013-04-10,NaN,21.6,16.5,19.1,22.4,16.7,19.6,3.00,16.6
2013-04-11,NaN,23.0,19.4,20.8,22.5,19.0,20.3,0.50,18.5
2013-04-12,NaN,22.3,18.7,20.1,22.5,18.9,20.5,6.20,19.4
2013-04-13,NaN,20.4,16.1,18.7,22.1,16.7,20.0,11.60,14.8
2013-04-14,NaN,25.9,17.3,21.2,28.1,19.1,23.5,0.00,8.4
2013-04-15,NaN,25.3,16.9,21.1,27.9,18.2,23.2,0.20,9.7
2013-04-16,NaN,26.7,16.7,20.5,29.7,18.3,22.7,1.00,9.3
2013-04-17,NaN,25.0,17.0,20.8,27.9,18.9,23.4,0.90,10.0
2013-04-18,NaN,27.1,13.5,20.4,29.3,13.1,21.2,0.00,10.4
2013-04-19,NaN,26.7,14.8,19.8,25.1,14.6,19.2,0.00,15.7
2013-04-20,NaN,24.0,12.2,17.6,22.0,10.8,15.8,0.00,14.9
2013-04-21,NaN,22.8,14.2,18.4,24.3,14.8,19.3,0.00,9.1
2013-04-22,NaN,25.7,15.7,20.4,26.2,16.2,21.1,0.00,12.5
2013-04-23,NaN,28.0,16.1,21.5,31.2,16.9,23.7,0.00,10.8
2013-04-24,NaN,25.5,15.0,20.1,27.3,15.6,21.1,0.00,12.2
2013-04-25,NaN,25.8,15.1,20.1,26.9,15.0,21.2,0.00,8.9
2013-04-26,NaN,22.5,14.2,18.9,24.2,14.5,20.0,1.00,10.1
2013-04-27,NaN,23.9,13.9,19.0,24.5,14.1,19.3,0.10,10.9
2013-04-28,NaN,25.0,15.1,19.7,27.0,15.5,20.7,0.00,10.2
2013-04-29,NaN,25.2,16.7,20.6,26.8,18.0,21.8,0.00,10.8
2013-04-30,NaN,24.3,16.3,20.1,24.5,17.2,21.0,0.10,12.6
2013-05-01,NaN,24.2,15.1,19.7,25.8,15.6,20.9,0.00,8.2
2013-05-02,NaN,25.7,16.8,20.2,26.5,16.0,19.9,0.00,17.6
2013-05-03,NaN,22.7,12.9,18.0,22.1,12.7,17.7,0.00,14.6
2013-05-04,NaN,27.1,16.3,20.5,25.8,16.3,20.4,0.00,12.7
2013-05-05,NaN,21.5,15.3,18.3,21.9,15.5,18.7,1.20,13.8
2013-05-06,NaN,21.1,14.6,17.8,20.5,14.5,17.6,0.00,14.2
2013-05-07,NaN,21.4,15.0,17.9,20.9,14.4,17.4,0.90,14.4
2013-05-08,NaN,21.8,14.4,17.8,20.2,13.7,17.0,0.00,16.8
